SIS,APMISRR,TolerMIS
20373.5,16773.9,16529.9
20292.9,16370.8,16144.2
20264.9,16690,16448.8
20338.4,17098.8,16841.4
20454.8,16797.4,16501.8
20472,16852.8,16617.5
20332.4,16719.9,16475.5
20213,16219.5,16002.5
20085.3,16384.8,16157.3
20300,16468.2,16237.4
20121.9,16218.8,15998.7
20100.4,16383.5,16155.4
20112.3,16513.2,16279.6
20075.6,16672.5,16432.4
20327.5,16855.9,16608.9
20067.9,17066,16768.2
20215.3,16359.5,16132.8
20407.5,16386,16123.3
20151.5,16795.8,16548.7
20282.7,16832.4,16545.7
20198.1,16269.7,16046
20055.9,16758.7,16514.1
20732.4,17276.8,16955
20050.7,16292,16068.9
20201.3,17036.2,16779.9
20163.1,16842.1,16592.9
20224.3,16817.3,16570.4
20191.9,16534.4,16301
20504.9,17234.3,16970
20283.7,16651.9,16414.6
